image_path,labels
garbage_classification\clothes\clothes1632.jpg,clothes
garbage_classification\clothes\clothes3819.jpg,clothes
garbage_classification\clothes\clothes443.jpg,clothes
garbage_classification\clothes\clothes3494.jpg,clothes
garbage_classification\brown-glass\brown-glass449.jpg,brown-glass
garbage_classification\white-glass\white-glass15.jpg,white-glass
garbage_classification\shoes\shoes382.jpg,shoes
garbage_classification\battery\battery386.jpg,battery
garbage_classification\clothes\clothes814.jpg,clothes
garbage_classification\clothes\clothes3498.jpg,clothes
garbage_classification\clothes\clothes3880.jpg,clothes
garbage_classification\clothes\clothes2950.jpg,clothes
garbage_classification\clothes\clothes1476.jpg,clothes
garbage_classification\metal\metal86.jpg,metal
garbage_classification\white-glass\white-glass712.jpg,white-glass
garbage_classification\white-glass\white-glass674.jpg,white-glass
garbage_classification\paper\paper360.jpg,paper
garbage_classification\white-glass\white-glass673.jpg,white-glass
garbage_classification\clothes\clothes3707.jpg,clothes
garbage_classification\shoes\shoes1820.jpg,shoes
garbage_classification\clothes\clothes3318.jpg,clothes
garbage_classification\battery\battery74.jpg,battery
garbage_classification\clothes\clothes3847.jpg,clothes
garbage_classification\clothes\clothes2582.jpg,clothes
garbage_classification\shoes\shoes1907.jpg,shoes
garbage_classification\white-glass\white-glass541.jpg,white-glass
garbage_classification\paper\paper564.jpg,paper
garbage_classification\shoes\shoes1285.jpg,shoes
garbage_classification\clothes\clothes3375.jpg,clothes
garbage_classification\shoes\shoes1574.jpg,shoes
garbage_classification\plastic\plastic496.jpg,plastic
garbage_classification\clothes\clothes1918.jpg,clothes
garbage_classification\trash\trash396.jpg,trash
garbage_classification\white-glass\white-glass132.jpg,white-glass
garbage_classification\clothes\clothes4237.jpg,clothes
garbage_classification\metal\metal590.jpg,metal
garbage_classification\green-glass\green-glass46.jpg,green-glass
garbage_classification\clothes\clothes2517.jpg,clothes
garbage_classification\clothes\clothes5244.jpg,clothes
garbage_classification\paper\paper676.jpg,paper
garbage_classification\shoes\shoes918.jpg,shoes
garbage_classification\shoes\shoes1653.jpg,shoes
garbage_classification\paper\paper693.jpg,paper
garbage_classification\biological\biological27.jpg,biological
garbage_classification\shoes\shoes189.jpg,shoes
garbage_classification\plastic\plastic433.jpg,plastic
garbage_classification\shoes\shoes1502.jpg,shoes
garbage_classification\biological\biological216.jpg,biological
garbage_classification\clothes\clothes1424.jpg,clothes
garbage_classification\clothes\clothes4312.jpg,clothes
garbage_classification\paper\paper800.jpg,paper
garbage_classification\plastic\plastic10.jpg,plastic
garbage_classification\clothes\clothes3148.jpg,clothes
garbage_classification\trash\trash421.jpg,trash
garbage_classification\white-glass\white-glass459.jpg,white-glass
garbage_classification\metal\metal416.jpg,metal
garbage_classification\clothes\clothes579.jpg,clothes
garbage_classification\clothes\clothes5257.jpg,clothes
garbage_classification\metal\metal39.jpg,metal
garbage_classification\clothes\clothes5018.jpg,clothes
garbage_classification\shoes\shoes1233.jpg,shoes
garbage_classification\shoes\shoes1928.jpg,shoes
garbage_classification\metal\metal12.jpg,metal
garbage_classification\shoes\shoes454.jpg,shoes
garbage_classification\clothes\clothes4386.jpg,clothes
garbage_classification\cardboard\cardboard378.jpg,cardboard
garbage_classification\white-glass\white-glass305.jpg,white-glass
garbage_classification\shoes\shoes259.jpg,shoes
garbage_classification\biological\biological722.jpg,biological
garbage_classification\biological\biological126.jpg,biological
garbage_classification\clothes\clothes4534.jpg,clothes
garbage_classification\trash\trash487.jpg,trash
garbage_classification\brown-glass\brown-glass348.jpg,brown-glass
garbage_classification\metal\metal688.jpg,metal
garbage_classification\shoes\shoes142.jpg,shoes
garbage_classification\paper\paper611.jpg,paper
garbage_classification\cardboard\cardboard670.jpg,cardboard
garbage_classification\clothes\clothes3929.jpg,clothes
garbage_classification\paper\paper968.jpg,paper
garbage_classification\clothes\clothes4446.jpg,clothes
garbage_classification\metal\metal601.jpg,metal
garbage_classification\plastic\plastic841.jpg,plastic
garbage_classification\paper\paper986.jpg,paper
garbage_classification\brown-glass\brown-glass273.jpg,brown-glass
garbage_classification\biological\biological418.jpg,biological
garbage_classification\shoes\shoes565.jpg,shoes
garbage_classification\clothes\clothes3666.jpg,clothes
garbage_classification\battery\battery711.jpg,battery
garbage_classification\clothes\clothes469.jpg,clothes
garbage_classification\clothes\clothes2549.jpg,clothes
garbage_classification\clothes\clothes2656.jpg,clothes
garbage_classification\biological\biological914.jpg,biological
garbage_classification\shoes\shoes1722.jpg,shoes
garbage_classification\clothes\clothes3640.jpg,clothes
garbage_classification\cardboard\cardboard176.jpg,cardboard
garbage_classification\green-glass\green-glass316.jpg,green-glass
garbage_classification\shoes\shoes1874.jpg,shoes
garbage_classification\trash\trash350.jpg,trash
garbage_classification\clothes\clothes5037.jpg,clothes
garbage_classification\trash\trash39.jpg,trash
garbage_classification\shoes\shoes737.jpg,shoes
garbage_classification\battery\battery159.jpg,battery
garbage_classification\clothes\clothes1005.jpg,clothes
garbage_classification\clothes\clothes250.jpg,clothes
garbage_classification\trash\trash515.jpg,trash
garbage_classification\metal\metal319.jpg,metal
garbage_classification\cardboard\cardboard863.jpg,cardboard
garbage_classification\clothes\clothes4947.jpg,clothes
garbage_classification\metal\metal615.jpg,metal
garbage_classification\clothes\clothes328.jpg,clothes
garbage_classification\shoes\shoes1570.jpg,shoes
garbage_classification\biological\biological16.jpg,biological
garbage_classification\clothes\clothes4051.jpg,clothes
garbage_classification\battery\battery859.jpg,battery
garbage_classification\cardboard\cardboard760.jpg,cardboard
garbage_classification\cardboard\cardboard742.jpg,cardboard
garbage_classification\biological\biological368.jpg,biological
garbage_classification\cardboard\cardboard114.jpg,cardboard
garbage_classification\clothes\clothes249.jpg,clothes
garbage_classification\paper\paper946.jpg,paper
garbage_classification\cardboard\cardboard147.jpg,cardboard
garbage_classification\metal\metal514.jpg,metal
garbage_classification\clothes\clothes4829.jpg,clothes
garbage_classification\clothes\clothes1685.jpg,clothes
garbage_classification\cardboard\cardboard379.jpg,cardboard
garbage_classification\clothes\clothes3973.jpg,clothes
garbage_classification\clothes\clothes1548.jpg,clothes
garbage_classification\clothes\clothes4403.jpg,clothes
garbage_classification\battery\battery480.jpg,battery
garbage_classification\trash\trash504.jpg,trash
garbage_classification\clothes\clothes1861.jpg,clothes
garbage_classification\green-glass\green-glass454.jpg,green-glass
garbage_classification\clothes\clothes109.jpg,clothes
garbage_classification\paper\paper596.jpg,paper
garbage_classification\plastic\plastic764.jpg,plastic
garbage_classification\shoes\shoes978.jpg,shoes
garbage_classification\green-glass\green-glass621.jpg,green-glass
garbage_classification\trash\trash649.jpg,trash
garbage_classification\green-glass\green-glass23.jpg,green-glass
garbage_classification\clothes\clothes2473.jpg,clothes
garbage_classification\brown-glass\brown-glass300.jpg,brown-glass
garbage_classification\clothes\clothes3109.jpg,clothes
garbage_classification\plastic\plastic844.jpg,plastic
garbage_classification\white-glass\white-glass462.jpg,white-glass
garbage_classification\cardboard\cardboard330.jpg,cardboard
garbage_classification\metal\metal314.jpg,metal
garbage_classification\green-glass\green-glass586.jpg,green-glass
garbage_classification\trash\trash126.jpg,trash
garbage_classification\clothes\clothes3841.jpg,clothes
garbage_classification\battery\battery885.jpg,battery
garbage_classification\battery\battery634.jpg,battery
garbage_classification\battery\battery742.jpg,battery
garbage_classification\trash\trash302.jpg,trash
garbage_classification\shoes\shoes126.jpg,shoes
garbage_classification\clothes\clothes1641.jpg,clothes
garbage_classification\clothes\clothes3918.jpg,clothes
garbage_classification\plastic\plastic528.jpg,plastic
garbage_classification\clothes\clothes3710.jpg,clothes
garbage_classification\white-glass\white-glass243.jpg,white-glass
garbage_classification\shoes\shoes1966.jpg,shoes
garbage_classification\battery\battery630.jpg,battery
garbage_classification\shoes\shoes641.jpg,shoes
garbage_classification\metal\metal253.jpg,metal
garbage_classification\battery\battery564.jpg,battery
garbage_classification\cardboard\cardboard651.jpg,cardboard
garbage_classification\clothes\clothes612.jpg,clothes
garbage_classification\green-glass\green-glass614.jpg,green-glass
garbage_classification\paper\paper650.jpg,paper
garbage_classification\trash\trash475.jpg,trash
garbage_classification\green-glass\green-glass264.jpg,green-glass
garbage_classification\trash\trash384.jpg,trash
garbage_classification\paper\paper966.jpg,paper
garbage_classification\cardboard\cardboard508.jpg,cardboard
garbage_classification\shoes\shoes1716.jpg,shoes
garbage_classification\paper\paper521.jpg,paper
garbage_classification\clothes\clothes662.jpg,clothes
garbage_classification\cardboard\cardboard677.jpg,cardboard
garbage_classification\clothes\clothes4713.jpg,clothes
garbage_classification\cardboard\cardboard373.jpg,cardboard
garbage_classification\trash\trash214.jpg,trash
garbage_classification\clothes\clothes3722.jpg,clothes
garbage_classification\clothes\clothes1951.jpg,clothes
garbage_classification\brown-glass\brown-glass45.jpg,brown-glass
garbage_classification\biological\biological21.jpg,biological
garbage_classification\green-glass\green-glass496.jpg,green-glass
garbage_classification\shoes\shoes60.jpg,shoes
garbage_classification\clothes\clothes4282.jpg,clothes
garbage_classification\clothes\clothes4849.jpg,clothes
garbage_classification\green-glass\green-glass287.jpg,green-glass
garbage_classification\white-glass\white-glass510.jpg,white-glass
garbage_classification\paper\paper717.jpg,paper
garbage_classification\cardboard\cardboard600.jpg,cardboard
garbage_classification\shoes\shoes1281.jpg,shoes
garbage_classification\white-glass\white-glass475.jpg,white-glass
garbage_classification\clothes\clothes3264.jpg,clothes
garbage_classification\clothes\clothes741.jpg,clothes
garbage_classification\trash\trash224.jpg,trash
garbage_classification\shoes\shoes89.jpg,shoes
garbage_classification\metal\metal156.jpg,metal
garbage_classification\cardboard\cardboard71.jpg,cardboard
garbage_classification\clothes\clothes4126.jpg,clothes
garbage_classification\plastic\plastic778.jpg,plastic
garbage_classification\white-glass\white-glass86.jpg,white-glass
garbage_classification\clothes\clothes3677.jpg,clothes
garbage_classification\biological\biological512.jpg,biological
garbage_classification\cardboard\cardboard134.jpg,cardboard
garbage_classification\biological\biological220.jpg,biological
garbage_classification\clothes\clothes336.jpg,clothes
garbage_classification\clothes\clothes4965.jpg,clothes
garbage_classification\metal\metal25.jpg,metal
garbage_classification\shoes\shoes333.jpg,shoes
garbage_classification\clothes\clothes2420.jpg,clothes
garbage_classification\paper\paper311.jpg,paper
garbage_classification\trash\trash484.jpg,trash
garbage_classification\clothes\clothes2116.jpg,clothes
garbage_classification\clothes\clothes193.jpg,clothes
garbage_classification\green-glass\green-glass520.jpg,green-glass
garbage_classification\metal\metal48.jpg,metal
garbage_classification\clothes\clothes3009.jpg,clothes
garbage_classification\paper\paper1010.jpg,paper
garbage_classification\paper\paper35.jpg,paper
garbage_classification\clothes\clothes1645.jpg,clothes
garbage_classification\clothes\clothes3458.jpg,clothes
garbage_classification\paper\paper126.jpg,paper
garbage_classification\clothes\clothes3461.jpg,clothes
garbage_classification\shoes\shoes1504.jpg,shoes
garbage_classification\clothes\clothes2859.jpg,clothes
garbage_classification\battery\battery227.jpg,battery
garbage_classification\clothes\clothes2320.jpg,clothes
garbage_classification\biological\biological550.jpg,biological
garbage_classification\clothes\clothes2454.jpg,clothes
garbage_classification\clothes\clothes1104.jpg,clothes
garbage_classification\clothes\clothes4894.jpg,clothes
garbage_classification\cardboard\cardboard858.jpg,cardboard
garbage_classification\metal\metal144.jpg,metal
garbage_classification\shoes\shoes1359.jpg,shoes
garbage_classification\paper\paper4.jpg,paper
garbage_classification\shoes\shoes1373.jpg,shoes
garbage_classification\clothes\clothes1574.jpg,clothes
garbage_classification\paper\paper190.jpg,paper
garbage_classification\clothes\clothes4089.jpg,clothes
garbage_classification\metal\metal704.jpg,metal
garbage_classification\shoes\shoes297.jpg,shoes
garbage_classification\clothes\clothes2773.jpg,clothes
garbage_classification\clothes\clothes4582.jpg,clothes
